PMID,Title,Abstract
37853386,Improving computerized decision support system interventions: a qualitative study combining the theoretical domains framework with the GUIDES Checklist.,"BACKGROUND: Computerized clinical decision support systems (CDSSs) can improve care by bridging knowledge to practice gaps. However, the real-world uptake of such systems in health care settings has been suboptimal. We sought to: (1) use the Theoretical Domains Framework (TDF) to identify determinants (barriers/enablers) of uptake of the Electronic Asthma Management System (eAMS) CDSS; (2) match identified TDF belief statements to elements in the Guideline Implementation with Decision Support (GUIDES) Checklist; and (3) explore the relationship between the TDF and GUIDES frameworks and the usefulness of this sequential approach for identifying opportunities to improve CDSS uptake. METHODS: In Phase 1, we conducted semistructured interviews with primary care physicians in Toronto, Canada regarding the uptake of the eAMS CDSS. Using content analysis, two coders independently analyzed interview transcripts guided by the TDF to generate themes representing barriers and enablers to CDSS uptake. In Phase 2, the same reviewers independently mapped each belief statement to a GUIDES domain and factor. We calculated the proportion of TDF belief statements that linked to each GUIDES domain and the proportion of TDF domains that linked to GUIDES factors (and vice-versa) and domains. RESULTS: We interviewed 10 participants before data saturation. In Phase 1, we identified 53 belief statements covering 12 TDF domains; 18 (34.0%) were barriers, and 35 (66.0%) were enablers. In Phase 2, 41 statements (77.4%) linked to at least one GUIDES factor, while 12 (22.6%) did not link to any specific factor. The GUIDES Context Domain was linked to the largest number of belief statements (19/53; 35.8%). Each TDF domain linked to one or more GUIDES factor, with 6 TDF domains linking to more than 1 factor and 8 TDF domains linking to more than 1 GUIDES domain. CONCLUSIONS: The TDF provides unique insights into barriers and enablers to CDSS uptake, which can then be mapped to GUIDES domains and factors to identify required changes to CDSS context, content, and system. This can be followed by conventional mapping of TDF domains to behaviour change techniques to optimize CDSS implementation. This novel step-wise approach combines two established frameworks to optimize CDSS interventions, and requires prospective validation."
37851492,"Using Theories, Models, and Frameworks to Inform Implementation Cycles of Computerized Clinical Decision Support Systems in Tertiary Health Care Settings: Scoping Review.","BACKGROUND: Computerized clinical decision support systems (CDSSs) are essential components of modern health system service delivery, particularly within acute care settings such as hospitals. Theories, models, and frameworks may assist in facilitating the implementation processes associated with CDSS innovation and its use within these care settings. These processes include context assessments to identify key determinants, implementation plans for adoption, promoting ongoing uptake, adherence, and long-term evaluation. However, there has been no prior review synthesizing the literature regarding the theories, models, and frameworks that have informed the implementation and adoption of CDSSs within hospitals. OBJECTIVE: This scoping review aims to identify the theory, model, and framework approaches that have been used to facilitate the implementation and adoption of CDSSs in tertiary health care settings, including hospitals. The rationales reported for selecting these approaches, including the limitations and strengths, are described. METHODS: A total of 5 electronic databases were searched (CINAHL via EBSCOhost, PubMed, Scopus, PsycINFO, and Embase) to identify studies that implemented or adopted a CDSS in a tertiary health care setting using an implementation theory, model, or framework. No date or language limits were applied. A narrative synthesis was conducted using full-text publications and abstracts. Implementation phases were classified according to the ""Active Implementation Framework stages"": exploration (feasibility and organizational readiness), installation (organizational preparation), initial implementation (initiating implementation, ie, training), full implementation (sustainment), and nontranslational effectiveness studies. RESULTS: A total of 81 records (42 full text and 39 abstracts) were included. Full-text studies and abstracts are reported separately. For full-text studies, models (18/42, 43%), followed by determinants frameworks (14/42,33%), were most frequently used to guide adoption and evaluation strategies. Most studies (36/42, 86%) did not list the limitations associated with applying a specific theory, model, or framework. CONCLUSIONS: Models and related quality improvement methods were most frequently used to inform CDSS adoption. Models were not typically combined with each other or with theory to inform full-cycle implementation strategies. The findings highlight a gap in the application of implementation methods including theories, models, and frameworks to facilitate full-cycle implementation strategies for hospital CDSSs."
28915822,What hinders the uptake of computerized decision support systems in hospitals? A qualitative study and framework for implementation.,"BACKGROUND: Advanced Computerized Decision Support Systems (CDSSs) assist clinicians in their decision-making process, generating recommendations based on up-to-date scientific evidence. Although this technology has the potential to improve the quality of patient care, its mere provision does not guarantee uptake: even where CDSSs are available, clinicians often fail to adopt their recommendations. This study examines the barriers and facilitators to the uptake of an evidence-based CDSS as perceived by diverse health professionals in hospitals at different stages of CDSS adoption. METHODS: Qualitative study conducted as part of a series of randomized controlled trials of CDSSs. The sample includes two hospitals using a CDSS and two hospitals that aim to adopt a CDSS in the future. We interviewed physicians, nurses, information technology staff, and members of the boards of directors (n = 30). We used a constant comparative approach to develop a framework for guiding implementation. RESULTS: We identified six clusters of experiences of, and attitudes towards CDSSs, which we label as ""positions."" The six positions represent a gradient of acquisition of control over CDSSs (from low to high) and are characterized by different types of barriers to CDSS uptake. The most severe barriers (prevalent in the first positions) include clinicians' perception that the CDSSs may reduce their professional autonomy or may be used against them in the event of medical-legal controversies. Moving towards the last positions, these barriers are substituted by technical and usability problems related to the technology interface. When all barriers are overcome, CDSSs are perceived as a working tool at the service of its users, integrating clinicians' reasoning and fostering organizational learning. CONCLUSIONS: Barriers and facilitators to the use of CDSSs are dynamic and may exist prior to their introduction in clinical contexts; providing a static list of obstacles and facilitators, irrespective of the specific implementation phase and context, may not be sufficient or useful to facilitate uptake. Factors such as clinicians' attitudes towards scientific evidences and guidelines, the quality of inter-disciplinary relationships, and an organizational ethos of transparency and accountability need to be considered when exploring the readiness of a hospital to adopt CDSSs."
26306609,How to build up the actionable knowledge base: the role of 'best fit' framework synthesis for studies of improvement in healthcare.,"Increasing recognition of the role and value of theory in improvement work in healthcare offers the prospect of capitalising upon, and consolidating, actionable lessons from synthesis of improvement projects and initiatives. We propose that informed use of theory can (i) provide a mechanism by which to collect and organise data from a body of improvement work, (ii) offer a framework for analysis and identification of lessons learnt and (iii) facilitate an evaluation of the feasibility, effectiveness and acceptability of improvement programmes. Improvement practitioners can benefit from using an underpinning external structure as a lens by which to examine the specific achievements of their own projects alongside comparable initiatives led by others. We demonstrate the utility of a method known as 'best fit framework synthesis' (BFFS) in offering a ubiquitous and versatile means by which to collect, analyse and evaluate improvement work in healthcare. First reported in 2011, BFFS represents a pragmatic, flexible approach to integrating theory with findings from practice. A deductive phase, where a review team seeks to accommodate a substantial part of the data, is followed by an inductive phase, in which the team explores data not accommodated by the framework. We explore the potential for BFFS within improvement work by drawing upon the evidence synthesis methodology literature and practical examples of improvement work reported in BMJ Quality and Safety (2011-2015). We suggest four variants of BFFS that may have particular value in synthesising a body of improvement work. We conclude that BFFS, alongside other approaches that seek to optimise the contribution of theory to improvement work, represents one important enabling mechanism by which to establish the rigour and scientific credentials of the emerging discipline of 'improvement science'."
31225983,Conceptual Framework to Support Clinical Trial Optimization and End-to-End Enrollment Workflow.,"In this work, we present a conceptual framework to support clinical trial optimization and enrollment workflows and review the current state, limitations, and future trends in this space. This framework includes knowledge representation of clinical trials, clinical trial optimization, clinical trial design, enrollment workflows for prospective clinical trial matching, waitlist management, and, finally, evaluation strategies for assessing improvement."
37579360,"Impact of the Regulatory Framework on Medical Device Software Manufacturers: Are the Guidance Documents Supporting the Practical Implementation? Comment on ""Clinical Decision Support and New Regulatory Frameworks for Medical Devices: Are We Ready for It? - A Viewpoint Paper"".","The increasing use in clinical practice of software such as mobile apps and clinical decision support (CDS) software has only recently been taken up by regulators around the world. Specifically, the European Commission and the US Food and Drug Administration (FDA) have updated their regulatory framework in the last years. Van Laere et al have given an extensive overview of the European and US approaches to regulate CDS software. This commentary further discusses regulatory differences between the two geographies and their impact on manufacturers of medical device software. We discuss the practical implementation of the regulatory framework for medical device software (especially CDS software) with a reference to the available international guidance documents and their limitations. Given the direction of stricter regulatory oversight in Europe, additional European guidelines/examples are desirable to enable a pragmatic regulatory approach ensuring continued access to innovative medical device software for European patients."
26628336,A prognostic model based on readily available clinical data enriched a pre-emptive pharmacogenetic testing program.,"OBJECTIVES: We describe the development, implementation, and evaluation of a model to pre-emptively select patients for genotyping based on medication exposure risk. STUDY DESIGN AND SETTING: Using deidentified electronic health records, we derived a prognostic model for the prescription of statins, warfarin, or clopidogrel. The model was implemented into a clinical decision support (CDS) tool to recommend pre-emptive genotyping for patients exceeding a prescription risk threshold. We evaluated the rule on an independent validation cohort and on an implementation cohort, representing the population in which the CDS tool was deployed. RESULTS: The model exhibited moderate discrimination with area under the receiver operator characteristic curves ranging from 0.68 to 0.75 at 1 and 2 years after index dates. Risk estimates tended to underestimate true risk. The cumulative incidences of medication prescriptions at 1 and 2 years were 0.35 and 0.48, respectively, among 1,673 patients flagged by the model. The cumulative incidences in the same number of randomly sampled subjects were 0.12 and 0.19, and in patients over 50 years with the highest body mass indices, they were 0.22 and 0.34. CONCLUSION: We demonstrate that prognostic algorithms can guide pre-emptive pharmacogenetic testing toward those likely to benefit from it."
27657685,Multidisciplinary model to implement pharmacogenomics at the point of care.,"PURPOSE: Despite potential clinical benefits, implementation of pharmacogenomics (PGx) faces many technical and clinical challenges. These challenges can be overcome with a comprehensive and systematic implementation model. METHODS: The development and implementation of PGx were organized into eight interdependent components addressing resources, governance, clinical practice, education, testing, knowledge translation, clinical decision support (CDS), and maintenance. Several aspects of implementation were assessed, including adherence to the model, production of PGx-CDS interventions, and access to educational resources. RESULTS: Between August 2012 and June 2015, 21 specific drug-gene interactions were reviewed and 18 of them were implemented in the electronic medical record as PGx-CDS interventions. There was complete adherence to the model with variable production time (98-392 days) and delay time (0-148 days). The implementation impacted approximately 1,247 unique providers and 3,788 unique patients. A total of 11 educational resources complementary to the drug-gene interactions and 5 modules specific for pharmacists were developed and implemented. CONCLUSION: A comprehensive operational model can support PGx implementation in routine prescribing. Institutions can use this model as a roadmap to support similar efforts. However, we also identified challenges that will require major multidisciplinary and multi-institutional efforts to make PGx a universal reality.Genet Med 19 4, 421-429."
34467776,Pharmacogenomic testing to support prescribing in primary care: a structured review of implementation models.,"The application of pharmacogenomics could meaningfully contribute toward medicines optimization within primary care. This review identified 13 studies describing eight implementation models utilizing a multi-gene pharmacogenomic panel within a primary care or community setting. These were small feasibility studies (n <200). They demonstrated importance and feasibility of pre-test counseling, the role of the pharmacist, data integration into the electronic medical record and point-of-care clinical decision support systems (CDSS). Findings were considered alongside existing primary care prescribing practices and implementation frameworks to demonstrate how issues may be addressed by existing nationalized healthcare and primary care infrastructure. Development of point-of-care CDSS should be prioritized; establishing clinical leadership, education programs, defining practitioner roles and responsibilities and addressing commissioning issues will also be crucial."
32046701,A comprehensive tool for creating and evaluating privacy-preserving biomedical prediction models.,"BACKGROUND: Modern data driven medical research promises to provide new insights into the development and course of disease and to enable novel methods of clinical decision support. To realize this, machine learning models can be trained to make predictions from clinical, paraclinical and biomolecular data. In this process, privacy protection and regulatory requirements need careful consideration, as the resulting models may leak sensitive personal information. To counter this threat, a wide range of methods for integrating machine learning with formal methods of privacy protection have been proposed. However, there is a significant lack of practical tools to create and evaluate such privacy-preserving models. In this software article, we report on our ongoing efforts to bridge this gap. RESULTS: We have extended the well-known ARX anonymization tool for biomedical data with machine learning techniques to support the creation of privacy-preserving prediction models. Our methods are particularly well suited for applications in biomedicine, as they preserve the truthfulness of data (e.g. no noise is added) and they are intuitive and relatively easy to explain to non-experts. Moreover, our implementation is highly versatile, as it supports binomial and multinomial target variables, different types of prediction models and a wide range of privacy protection techniques. All methods have been integrated into a sound framework that supports the creation, evaluation and refinement of models through intuitive graphical user interfaces. To demonstrate the broad applicability of our solution, we present three case studies in which we created and evaluated different types of privacy-preserving prediction models for breast cancer diagnosis, diagnosis of acute inflammation of the urinary system and prediction of the contraceptive method used by women. In this process, we also used a wide range of different privacy models (k-anonymity, differential privacy and a game-theoretic approach) as well as different data transformation techniques. CONCLUSIONS: With the tool presented in this article, accurate prediction models can be created that preserve the privacy of individuals represented in the training set in a variety of threat scenarios. Our implementation is available as open source software."
33731089,A systematic review of theoretical constructs in CDS literature.,"BACKGROUND: Studies that examine the adoption of clinical decision support (CDS) by healthcare providers have generally lacked a theoretical underpinning. The Unified Theory of Acceptance and Use of Technology (UTAUT) model may provide such a theory-based explanation; however, it is unknown if the model can be applied to the CDS literature. OBJECTIVE: Our overall goal was to develop a taxonomy based on UTAUT constructs that could reliably characterize CDS interventions. METHODS: We used a two-step process: (1) identified randomized controlled trials meeting comparative effectiveness criteria, e.g., evaluating the impact of CDS interventions with and without specific features or implementation strategies; (2) iteratively developed and validated a taxonomy for characterizing differential CDS features or implementation strategies using three raters. RESULTS: Twenty-five studies with 48 comparison arms were identified. We applied three constructs from the UTAUT model and added motivational control to characterize CDS interventions. Inter-rater reliability was as follows for model constructs: performance expectancy (kappa = 0.79), effort expectancy (kappa = 0.85), social influence (kappa = 0.71), and motivational control (kappa = 0.87). CONCLUSION: We found that constructs from the UTAUT model and motivational control can reliably characterize features and associated implementation strategies. Our next step is to examine the quantitative relationships between constructs and CDS adoption."
31466526,"Implementing cardiovascular disease prevention guidelines to translate evidence-based medicine and shared decision making into general practice: theory-based intervention development, qualitative piloting and quantitative feasibility.","BACKGROUND: The use of cardiovascular disease (CVD) prevention guidelines based on absolute risk assessment is poor around the world, including Australia. Behavioural barriers amongst GPs and patients include capability (e.g. difficulty communicating/understanding risk) and motivation (e.g. attitudes towards guidelines/medication). This paper outlines the theory-based development of a website for GP guidelines, and piloting of a new risk calculator/decision aid. METHODS: Stage 1 involved identifying evidence-based solutions using the Behaviour Change Wheel (BCW) framework, informed by previous research involving 400 GPs and 600 patients/consumers. Stage 2 co-developed website content with GPs. Stage 3 piloted a prototype website at a national GP conference. Stage 4 iteratively improved the website based on ""think aloud"" interviews with GPs and patients. Stage 5 was a feasibility study to evaluate potential efficacy (guidelines-based recommendations for each risk category), acceptability (intended use) and demand (actual use over 1 month) amongst GPs (n = 98). RESULTS: Stage 1 identified GPs as the target for behaviour change; the need for a new risk calculator/decision aid linked to existing audit and feedback training; and online guidelines as a delivery format. Stage 2-4 iteratively improved content and format based on qualitative feedback from GP and patient user testing over three rounds of website development. Stage 5 suggested potential efficacy with improved identification of hypothetical high risk patients (from 26 to 76%) and recommended medication (from 57 to 86%) after viewing the website (n = 42), but prescribing to low risk patients remained similar (from 19 to 22%; n = 37). Most GPs (89%) indicated they would use the website in the next month, and 72% reported using it again after one month (n = 98). Open feedback identified implementation barriers including a need for integration with medical software, low health literacy resources and pre-consultation assessment. CONCLUSIONS: Following a theory-based development process and user co-design, the resulting intervention was acceptable to GPs with high intentions for use, improved identification of patient risk categories and more guidelines-based prescribing intentions for high risk but not low risk patients. The effectiveness of linking the intervention to clinical practice more closely to address implementation barriers will be evaluated in future research."
30815062,"The Impact of an Enterprise Electronic Medical Record (EEMR) Model vs a Clinical Information System (CIS) Model on Usability, Efficiency, and Adaptability.","This paper describes a methodology that engages the clinical community into the design process of creating Clinical Information Systems (CISs) under a Clinical Team-Led Design (CTLD) approach in the context of using Immediately Adaptable (IA) system development technology. The methodology is contrasted against the Enterprise Electronic Medical Record (EEMR) model for usability, efficiency, and adaptability. The methodology was tested in a Breast Cancer setting where the CIS went through 4 rapid agile stages. Time and motion statistics, training times, system changes, and user feedback data was collected for assessment. The results showed that the Breast CIS increased time efficiency by 30% in the first 3 months of implementation. Users reported high usability and trainability of the system. Over 95% of system design change requests were satisfied with an average turn-around time of 3 days. The results show that systems designed under a CTLD approach, accompanied by Immediately Adaptable system architecture, provide greater efficiency for staff in clinical settings while enabling the workflow processes to be adapted dynamically as part of continuous process improvement."
38311011,Clinical decision support systems for multidisciplinary team decision-making in patients with solid cancer: Composition of an implementation model based on a scoping review.,"Generating guideline-based recommendations during multidisciplinary team (MDT) meetings in solid cancers is getting more complex due to increasing amount of information needed to follow the guidelines. Usage of clinical decision support systems (CDSSs) can simplify and optimize decision-making. However, CDSS implementation is lagging behind. Therefore, we aim to compose a CDSS implementation model. By performing a scoping review of the currently reported CDSSs for MDT decision-making we determined 102 barriers and 86 facilitators for CDSS implementation out of 44 papers describing 20 different CDSSs. The most frequently reported barriers and facilitators for CDSS implementation supporting MDT decision-making concerned CDSS maintenance (e.g. incorporating guideline updates), validity of recommendations and interoperability with electronic health records. Based on the identified barriers and facilitators, we composed a CDSS implementation model describing clinical utility, analytic validity and clinical validity to guide CDSS integration more successfully in the clinical workflow to support MDTs in the future."
28689924,A national framework for an antimicrobial resistance surveillance system within Iranian healthcare facilities: Towards a global surveillance system.,"OBJECTIVES: The threat of antimicrobial resistance (AMR) is growing rapidly, perhaps more dramatically in developing countries. A demand to monitor, surveil and predict AMR has prompted the design and implementation of AMR surveillance systems (AMRSSs) at all geographic levels, especially in the national context. This study reviewed AMRSSs in leading countries and organisations in order to customise a comprehensive framework for a national system in Iran. METHODS: The research was conducted in two phases: a review of the literature and comparative analysis; and a knowledge, attitude and practice study. In the first phase, the AMRSSs of pioneering organisations and countries were reviewed by examining related documents. In the second phase, important components for the Iranian national system were determined on the basis of the World Health Organization's Global Antimicrobial Resistance Surveillance System (WHO GLASS). RESULTS: This study determined the surveillance methods, priority specimens and pathogens, testing methods, reporting protocols and scheduling, recommended data sets, and tools and information flow necessary for the Iranian system. On this basis, a national framework was developed using the class and activity diagrams in Unified Modelling Language. A context diagram was also designed on the basis of a generic biosurveillance architecture. CONCLUSIONS: The design and implementation of a national AMRSS for Iranian healthcare facilities is critically required because of irrational antimicrobial use in Iran and insufficient data regarding its consequences."
31129567,A unique framework for the Persian clinical guidelines: addressing an evidence-based CDSS development need.,"BACKGROUND AND AIM: One of the prerequisites to develop Computerised Decision Support Systems is Clinical Practice Guidelines (CPGs) which provide a systematic aid to make complex medical decisions. In order to provide an automated CPG, it is needed to have a unique structure for the CPGs. This study aims to propose a unique framework for the Persian guidelines. MATERIALS AND METHODS: 20 Persian CPGs were selected and divided into the creation and validation sets (n=10 for each). The first group was studied independently and their headings were listed; wherever possible, the headings were merged into a new heading that was applicable to all the guidelines. The developed framework was validated by the second group of the guidelines. RESULTS: Studied guidelines had a very heterogeneous structure. The number of original headings was 249; they were reduced to 14 main headings with 16 subheadings in a unique developed framework. The framework is able to represent and cover 100% of the guidelines. CONCLUSION: The heterogeneity of guidelines was high as they were not developed based on the unique framework. The proposed framework provides a layout for designing the CPGs with a homogeneous structure. Guideline developers can use this framework to develop structured CPGs. This will facilitate the integration of the guidelines into electronic medical records as well as clinical decision support systems."
35606762,Improving care for hypertension and diabetes in india by addition of clinical decision support system and task shifting in the national NCD program: I-TREC model of care.,"BACKGROUND: The growing burden of hypertension and diabetes is one of the major public health challenges being faced by the health system in India. Clinical Decision Support Systems (CDSS) that assist with tailoring evidence-based management approaches combined with task-shifting from more specialized to less specialized providers may together enhance the impact of a program. We sought to integrate a technology ""CDSS"" and a strategy ""Task-shifting"" within the Government of India's (GoI) Non-Communicable Diseases (NCD) System under the Comprehensive Primary Health Care (CPHC) initiative to enhance the program's impact to address the growing burden of hypertension and diabetes in India. METHODS: We developed a model of care ""I-TREC"" entirely calibrated for implementation within the current health system across all facility types (Primary Health Centre, Community Health Centre, and District Hospital) in a block in Shaheed Bhagat Singh (SBS) Nagar district of Punjab, India. We undertook an academic-community partnership to incorporate the combination of a CDSS with task-shifting into the GoI CPHC-NCD system, a platform that assists healthcare providers to record patient information for routine NCD care. Academic partners developed clinical algorithms, a revised clinic workflow, and provider training modules with iterative collaboration and consultation with government and technology partners to incorporate CDSS within the existing system. DISCUSSION: The CDSS-enabled GoI CPHC-NCD system provides evidence-based recommendations for hypertension and diabetes; threshold-based prompts to assure referral mechanism across health facilities; integrated patient database, and care coordination through workflow management and dashboard alerts. To enable efficient implementation, modifications were made in the patient workflow and the fulcrum of the use of technology shifted from physician to nurse. CONCLUSION: Designed to be applicable nationwide, the I-TREC model of care is being piloted in a block in the state of Punjab, India. Learnings from I-TREC will provide a roadmap to other public health experts to integrate and adapt their interventions at the national level. TRIAL REGISTRATION: CTRI/2020/01/022723."
29875427,"Implementation, adoption, and utility of family health history risk assessment in diverse care settings: evaluating implementation processes and impact with an implementation framework.","PURPOSE: This paper describes the implementation outcomes associated with integrating a family health history-based risk assessment and clinical decision support platform within primary care clinics at four diverse healthcare systems. METHODS: A type III hybrid implementation-effectiveness trial. Uptake and implementation processes were evaluated using the Reach, Effectiveness, Adoption, Implementation, and Maintenance (RE-AIM) framework. RESULTS: One hundred (58%) primary care providers and 2514 (7.8%) adult patients enrolled. Enrolled patients were 69% female, 22% minority, and 32% Medicare/Medicaid. Compared with their respective clinic's population, patient-participants were more likely to be female (69 vs. 59%), older (mean age 57 vs. 49), and Caucasian (88 vs. 69%) (all p values <0.001). Female (81.3% of females vs. 78.5% of males, p value = 0.018) and Caucasian (Caucasians 90.4% vs. minority 84.1%, p value = 0.02) patient-participants were more likely to complete the study once enrolled. Patient-participant survey responses indicated MeTree was easy to use (95%), and patient-participants would recommend it to family/friends (91%). Minorities and those with less education reported greatest benefit. Enrolled providers reflected demographics of underlying provider population. CONCLUSION: Family health history-based risk assessment can be effectively implemented in diverse primary care settings and can effectively engage patients and providers. Future research should focus on finding better ways to engage young adults, males, and minorities in preventive healthcare."
33030437,Barriers and Enablers to Using a Patient-Facing Electronic Questionnaire: A Qualitative Theoretical Domains Framework Analysis.,"BACKGROUND: Electronic patient questionnaires are becoming ubiquitous in health care. To address care gaps that contribute to poor asthma management, we developed the Electronic Asthma Management System, which includes a previsit electronic patient questionnaire linked to a computerized clinical decision support system. OBJECTIVE: This study aims to identify the determinants (barriers and enablers) of patient uptake and completion of a previsit mobile health questionnaire. METHODS: We conducted semistructured interviews with adult patients with asthma in Toronto, Canada. After demonstrating the questionnaire, participants completed the questionnaire using their smartphones and were then interviewed regarding perceived barriers and enablers to using and completing the questionnaire. Interview questions were based on the Theoretical Domains Framework to identify the determinants of health-related behavior. We generated themes that addressed the enablers and barriers to the uptake and completion of the questionnaire. RESULTS: In total, 12 participants were interviewed for saturation. Key enablers were as follows: the questionnaire was easy to complete without additional knowledge or skills and was perceived as a priority and responsibility for patients, use could lead to more efficient and personalized care, completion on one's own time would be convenient, and uptake and completion could be optimized through patient reminders. Concerns about data security, the usefulness of questionnaire data, the stress of completing it accurately and on time, competing priorities, and preferences to complete the questionnaire on other devices were the main barriers. CONCLUSIONS: The barriers and enablers identified by patients should be addressed by developing implementation strategies to enhance e-questionnaire use and completion by patients. As the use of e-questionnaires grows, our findings will contribute to implementation efforts across settings and diseases."
29854232,Modeling Contextual Knowledge for Clinical Decision Support.,"In theory, the logic of decision rules should be atomic. In practice, this is not always possible; initially simple logic statements tend to be overloaded with additional conditions restricting the scope of such rules. By doing so, the original logic soon becomes encumbered with contextual knowledge. Contextual knowledge is re-usable on its own and could be modeled separately from the logic of a rule without losing the intended functionality. We model constraints to explicitly define the context where knowledge of decision rules is actionable. We borrowed concepts from Semantic Web, Complex Adaptive Systems, and Contextual Reasoning. The proposed approach provides the means for identifying and modeling contextual knowledge in a simple, sound manner. The methodology presented herein facilitates rule authoring, fosters consistency in rules implementation and maintenance; facilitates developing authoritative knowledge repositories to promote quality, safety and efficacy of healthcare; and paves the road for future work in knowledge discovery."
29854164,Thinking Together: Modeling Clinical Decision-Support as a Sociotechnical System.,"Computerized clinical decision-support systems are members of larger sociotechnical systems, composed of human and automated actors, who send, receive, and manipulate artifacts. Sociotechnical consideration is rare in the literature. This makes it difficult to comparatively evaluate the success of CDS implementations, and it may also indicate that sociotechnical context receives inadequate consideration in practice. To facilitate sociotechnical consideration, we developed the Thinking Together model, a flexible diagrammatical means of representing CDS systems as sociotechnical systems. To develop this model, we examined the literature with the lens of Distributed Cognition (DCog) theory. We then present two case studies of vastly different CDSSs, one almost fully automated and the other with minimal automation, to illustrate the flexibility of the Thinking Together model. We show that this model, informed by DCog and the CDS literature, are capable of supporting both research, by enabling comparative evaluation, and practice, by facilitating explicit sociotechnical planning and communication."
35657475,Clinical decision support models for oropharyngeal cancer treatment: design and evaluation of a multi-stage knowledge abstraction and formalization process.,"PURPOSE: Treatment decisions in oncology are demanding and affect survival, general health, and quality of life. Expert systems can handle the complexity of the oncological field. We propose the application of a hybrid modeling approach for decision support models consisting of expert-based implementation of a decision model structure and machine-learning (ML) based parameter generation. We demonstrate our approach for the treatment of oropharyngeal cancer. METHODS: We created a clinical decision model based on Bayesian Networks and iteratively optimized its characteristics using structured knowledge engineering approaches. We combined manual adaptation of individual concepts with automatic learning of parameters and causalities. Using data from 94 patient records, we targeted the needed objectivity and clinical significance. RESULTS: In three iteration steps, we assessed the model with cross-validations. The initial aggregated accuracy of 0.529 could be increased to 0.883 in the final version. The predictive rates of the target nodes range from 0.557 to 0.960. CONCLUSION: Combining different methodological approaches requires balancing the complexity of the clinical subject matter with the amount of information available in the dataset for ML application. Our method showed promising results because flaws of one approach can be overcome by the other approach. However, technical integrability as well as clinical acceptance must always be ensured."
32499009,Modeling and processing up-to-dateness of patient information in probabilistic therapy decision support.,"OBJECTIVES: Probabilistic modeling of a patient's situation with the goal of providing calculated therapy recommendations can improve the decision making of interdisciplinary teams. Relevant information entities and direct causal dependencies, as well as uncertainty, must be formally described. Possible therapy options, tailored to the patient, can be inferred from the clinical data using these descriptions. However, there are several avoidable factors of uncertainty influencing the accuracy of the inference. For instance, inaccuracy may emerge from outdated information. In general, probabilistic models, e.g. Bayesian Networks can depict the causality and relations of individual information entities, but in general cannot evaluate individual entities concerning their up-to-dateness. The goal of the work at hand is to model diagnostic up-to-dateness, which can reasonably adjust the influence of outdated diagnostic information to improve the inference results of clinical decision models. METHODS AND MATERIALS: We analyzed 68 laryngeal cancer cases and modeled the state of up-to-dateness of different diagnostic modalities. All cases were used for cross-validation. 55 cases were used to train the model, 13 for testing. Each diagnostic procedure involved in the decision making process of these cases was associated with a specific threshold for the time the information is considered up-to-date, i.e. reliable. Based on this threshold, outdated findings could be identified and their impact on probabilistic calculations could be reduced. We applied the model for reducing the weight of outdated patient data in the computation of TNM stagings for the 13 test cases and compared the results to the manually derived TNM stagings in the patient files. RESULTS: With the implementation of these weights in the laryngeal cancer model, we increased the accuracy of the TNM calculation from 0.61 (8 out of 13 cases correct) to 0.76 (10 out of 13 cases correct). CONCLUSION: Decision delay may cause specific patient data to be outdated. This can cause contradictory or false information and impair calculations for clinical decision support. Our approach demonstrates that the accuracy of Bayesian Network models can be improved when pre-processing the patient-specific data and evaluating their up-to-dateness with reduced weights on outdated information."
31419982,What do healthcare professionals need to turn risk models for type 2 diabetes into usable computerized clinical decision support systems? Lessons learned from the MOSAIC project.,"BACKGROUND: To understand user needs, system requirements and organizational conditions towards successful design and adoption of Clinical Decision Support Systems for Type 2 Diabetes (T2D) care built on top of computerized risk models. METHODS: The holistic and evidence-based CEHRES Roadmap, used to create eHealth solutions through participatory development approach, persuasive design techniques and business modelling, was adopted in the MOSAIC project to define the sequence of multidisciplinary methods organized in three phases, user needs, implementation and evaluation. The research was qualitative, the total number of participants was ninety, about five-seventeen involved in each round of experiment. RESULTS: Prediction models for the onset of T2D are built on clinical studies, while for T2D care are derived from healthcare registries. Accordingly, two set of DSSs were defined: the first, T2D Screening, introduces a novel routine; in the second case, T2D Care, DSSs can support managers at population level, and daily practitioners at individual level. In the user needs phase, T2D Screening and solution T2D Care at population level share similar priorities, as both deal with risk-stratification. End-users of T2D Screening and solution T2D Care at individual level prioritize easiness of use and satisfaction, while managers prefer the tools to be available every time and everywhere. In the implementation phase, three Use Cases were defined for T2D Screening, adapting the tool to different settings and granularity of information. Two Use Cases were defined around solutions T2D Care at population and T2D Care at individual, to be used in primary or secondary care. Suitable filtering options were equipped with ""attractive"" visual analytics to focus the attention of end-users on specific parameters and events. In the evaluation phase, good levels of user experience versus bad level of usability suggest that end-users of T2D Screening perceived the potential, but they are worried about complexity. Usability and user experience were above acceptable thresholds for T2D Care at population and T2D Care at individual. CONCLUSIONS: By using a holistic approach, we have been able to understand user needs, behaviours and interactions and give new insights in the definition of effective Decision Support Systems to deal with the complexity of T2D care."
